age,income,expenses,savings,debt,risk_tolerance,savings_rate,expense_ratio,debt_ratio,financial_segment,risk_encoded,cluster
49,56630,40150,59122,21057,Low,1.0440049443757726,0.7089881688151156,0.3718347165813173,,0,2
29,128762,46852,34493,28992,Medium,0.2678818284897718,0.363865115484382,0.2251595967754461,Medium Saver,1,1
22,76163,57870,78539,46514,Low,1.0311962501477094,0.7598177592794402,0.6107164896340743,,0,2
24,128511,67756,36707,15995,Medium,0.2856331364630265,0.5272389134004093,0.1244640536607761,Medium Saver,1,1
34,96435,71481,73814,48803,Low,0.7654274900191839,0.7412350287758593,0.5060714470887127,High Saver,0,2
49,41653,16283,12296,44439,High,0.2952008258708856,0.3909202218327611,1.0668859385878569,Medium Saver,2,0
46,57961,48691,30398,13210,Medium,0.524456099791239,0.840064871206501,0.2279118717758493,High Saver,1,0
54,111941,16125,40842,17793,Low,0.3648529135884081,0.1440490972923236,0.1589498039145621,Medium Saver,0,1
59,104137,82065,18261,26270,Medium,0.1753555412581503,0.7880484361946283,0.2522638447429828,Low Saver,1,0
27,63662,41170,61704,5197,Low,0.9692438189186642,0.6466966165059219,0.081634255914046,High Saver,0,2
53,128818,23438,72173,48321,Low,0.5602710801285534,0.1819466223664394,0.3751106211864801,High Saver,0,1
42,86446,35095,36781,7452,Medium,0.4254794900862966,0.4059759850079819,0.0862041042963237,High Saver,1,1
37,51288,31154,18652,41486,Medium,0.3636718140695679,0.6074325378256122,0.808883169552332,Medium Saver,1,0
42,125081,23004,10103,14859,High,0.0807716599643431,0.1839128244897306,0.1187950208265044,Low Saver,2,1
32,66877,24752,30500,27236,Medium,0.4560611271438611,0.3701122957070443,0.4072551101275476,High Saver,1,1
58,141562,70426,40529,31899,Low,0.2862985829530524,0.4974922648733417,0.22533589522612,Medium Saver,0,0
57,45313,41819,23452,32083,Medium,0.5175556683512458,0.9228918853309204,0.7080308079359124,High Saver,1,0
56,110885,39217,54393,2172,Low,0.490535239211796,0.3536727239933264,0.0195878612977409,High Saver,0,1
40,102715,47994,36174,45926,Medium,0.3521783575913936,0.4672540524752957,0.4471206737088059,Medium Saver,1,0
41,40326,30036,69450,16663,Low,1.7222139562565095,0.7448296384466597,0.4132073600158706,,0,2
39,140091,64416,40436,27540,Low,0.2886409548079462,0.4598154057005803,0.1965865044863695,Medium Saver,0,1
35,31560,24587,52406,19053,Low,1.6605196451204056,0.7790557667934094,0.6037072243346008,,0,1
36,109148,15645,68059,11085,Low,0.6235478432953421,0.1433374867152856,0.1015593506065159,High Saver,0,1
52,113186,45930,20954,30564,Medium,0.1851289028678458,0.4057922357888784,0.2700333963564398,Low Saver,1,0
22,56745,45090,17356,24209,Medium,0.3058595470966605,0.7946074544012688,0.4266278967309895,Medium Saver,1,0
24,61890,67142,7187,3981,High,0.1161253837453546,1.0848602359024075,0.0643238002908385,Low Saver,2,0
37,50022,41475,40098,21153,Low,0.8016072927911719,0.829135180520571,0.4228739354683939,High Saver,0,0
44,82579,33888,26225,5247,Medium,0.3175746860581988,0.4103706753532981,0.0635391564441322,Medium Saver,1,1
32,100316,58732,8606,10553,High,0.0857889070537102,0.5854699150683839,0.1051975756609115,Low Saver,2,0
33,113847,61305,62620,20811,Low,0.5500364524317725,0.5384858626050752,0.1827979656907955,High Saver,0,2
31,58380,61037,37828,29845,Medium,0.6479616306954437,1.045512161699212,0.5112195957519698,High Saver,1,0
53,140198,24346,31489,6135,Medium,0.2246037746615501,0.1736544030585315,0.043759540079031,Medium Saver,1,1
37,32356,15587,19387,5573,Medium,0.5991778959080233,0.4817344541970577,0.1722400791197923,High Saver,1,1
29,100326,27763,74463,13731,Low,0.7422103941151845,0.2767278671530809,0.1368638239339752,High Saver,0,1
59,122447,74165,76832,7189,Low,0.6274714774555522,0.6056906253317762,0.0587111158297059,High Saver,0,2
33,144994,84615,7591,14541,High,0.052353890505814,0.5835758721050526,0.1002869084237968,Low Saver,2,0
45,119899,51116,53516,43646,Low,0.4463423381345966,0.4263254906212729,0.3640230527360528,High Saver,0,2
49,50049,40556,67061,11087,Low,1.3399068912465784,0.8103258806369757,0.2215229075506004,,0,2
29,105717,74042,71736,46435,Low,0.6785663611339708,0.700379314585166,0.4392387222490233,High Saver,0,2
49,135361,33099,66753,2776,Low,0.4931479525121711,0.2445239027489454,0.0205081227236796,High Saver,0,1
57,46082,60096,16087,42079,Medium,0.349095091358882,1.304110064667332,0.9131331105420772,Medium Saver,1,0
47,30661,86986,35816,27564,Medium,1.168128893382473,2.837024232738658,0.8989922050813738,,1,0
29,67412,28230,28408,28835,Medium,0.4214086512787041,0.4187681718388417,0.4277428351035424,High Saver,1,1
49,144015,44009,5136,7697,High,0.0356629517758566,0.3055862236572579,0.0534458216158039,Low Saver,2,1
49,32920,85969,22413,14629,Medium,0.6808323207776428,2.611452004860267,0.4443803159173755,High Saver,1,0
58,121194,48866,64500,8386,Low,0.5322045645824051,0.4032047791144776,0.069194844629272,High Saver,0,1
57,144306,56855,61358,17046,Low,0.4251936856402367,0.3939891619198093,0.1181239865286266,High Saver,0,1
48,90315,21416,71197,8044,Low,0.7883186624591707,0.2371256158999058,0.0890660466146265,High Saver,0,1
38,109561,87516,37854,9615,Medium,0.3455061563877657,0.7987878898513157,0.0877593304186708,Medium Saver,1,0
30,38946,70915,21322,47802,Medium,0.547475992399733,1.82085451651004,1.2273917732244646,High Saver,1,0
54,124242,33058,11968,5060,High,0.0963281338033837,0.26607749392315,0.0407269683359894,Low Saver,2,1
41,75500,55718,32518,10900,Medium,0.4307019867549669,0.7379867549668874,0.1443708609271523,High Saver,1,0
34,134540,47602,56925,5581,Low,0.4231083692582131,0.3538129924186116,0.0414820871116396,High Saver,0,1
49,46309,89658,64848,34782,Low,1.4003325487486231,1.9360815392256363,0.7510851022479431,,0,2
50,85230,73067,6700,20173,High,0.0786108177871641,0.8572920333216004,0.2366889592866361,Low Saver,2,0
34,141822,42516,28199,12997,Medium,0.1988337493477739,0.299784236578246,0.0916430455077491,Low Saver,1,1
56,128656,16089,49589,43403,Low,0.385438689217759,0.1250544086556398,0.3373569829623181,Medium Saver,0,1
27,60027,52346,37115,46416,Medium,0.6183050960401153,0.8720409149216186,0.7732520365835374,High Saver,1,0
39,102541,89663,66934,7148,Low,0.6527535327332482,0.874411211125306,0.0697087018850996,High Saver,0,2
26,142340,25487,59316,18748,Low,0.4167205283124912,0.1790571870170015,0.1317128003372207,High Saver,0,1
46,144846,15155,10520,14022,High,0.072628860997197,0.10462836391754,0.0968062632036783,Low Saver,2,1
23,89321,82494,41455,20013,Low,0.4641125827073141,0.9235678060030676,0.2240570526527916,High Saver,0,2
31,30956,53547,46605,38687,Low,1.505523969505104,1.7297777490631865,1.2497415686781237,,0,2
51,130375,43795,19955,15886,Medium,0.153058485139022,0.3359156279961649,0.1218485139022051,Low Saver,1,1
26,104131,70296,49049,25256,Low,0.4710316812476592,0.6750727449078564,0.242540645917162,High Saver,0,2
54,77908,36447,18917,30005,Medium,0.2428120347076038,0.4678210196642193,0.3851337474970478,Medium Saver,1,0
22,108339,51598,75293,6638,Low,0.6949759551038869,0.4762643184818025,0.0612706412279973,High Saver,0,2
39,55963,56814,69925,37419,Low,1.2494862677125955,1.0152064757071635,0.6686382073870236,,0,2
53,131757,78278,75269,33377,Low,0.5712713556015999,0.5941088519016068,0.2533224041227411,High Saver,0,2
32,69443,70077,35954,40708,Medium,0.5177483691660787,1.00912978989963,0.5862073931137768,High Saver,1,0
42,129259,86906,77617,43116,Low,0.6004765625604407,0.6723400304814365,0.3335628466876581,High Saver,0,2
47,69063,24528,46458,36634,Low,0.6726901524694844,0.3551539898353677,0.5304432185106353,High Saver,0,1
46,144225,65100,26113,16755,Medium,0.1810573756283584,0.4513780551222049,0.1161726469058762,Low Saver,1,1
43,146400,23179,48939,23382,Low,0.3342827868852459,0.1583265027322404,0.1597131147540983,Medium Saver,0,1
48,110818,63781,34345,49767,Medium,0.3099225757548413,0.5755472937609414,0.4490876933350178,Medium Saver,1,0
34,34703,70267,51313,22394,Low,1.4786329712128634,2.024810535112238,0.645304440538282,,0,2
54,95128,38952,74166,2253,Low,0.7796442687747036,0.4094693465646287,0.0236838785636195,High Saver,0,1
55,102099,68798,52861,37710,Low,0.5177425831790713,0.673836178610956,0.3693473981135956,High Saver,0,2
56,55849,65939,54298,45098,Low,0.9722286880696164,1.180665723647693,0.8074987913839102,High Saver,0,2
22,61860,44516,52221,864,Low,0.844180407371484,0.7196249595861623,0.0139670223084384,High Saver,0,1
42,61585,71526,49942,34036,Low,0.8109442234310302,1.1614191767475843,0.5526670455468052,High Saver,0,2
27,52015,25449,8453,40222,High,0.1625108141882149,0.4892627126790349,0.7732769393444199,Low Saver,2,0
49,107539,65290,59935,13666,Low,0.557332688605994,0.6071285766094161,0.1270794781428133,High Saver,0,2
38,73585,87954,48370,20955,Low,0.6573350546986478,1.1952707752938778,0.2847727118298566,High Saver,0,2
26,56958,37746,13328,45138,High,0.2339969802310474,0.6626988307173707,0.7924786684925734,Medium Saver,2,0
52,56017,82990,20534,37997,Medium,0.3665672920720496,1.4815145402288592,0.6783119410179053,Medium Saver,1,0
26,106707,73810,41320,16309,Low,0.3872285791934924,0.6917071982156747,0.1528390827218458,Medium Saver,0,2
59,75350,30223,54170,4054,Low,0.7189117451891175,0.4011015262110152,0.0538022561380225,High Saver,0,1
24,42201,87237,13640,935,High,0.3232150896898177,2.0671785028790786,0.0221558730835762,Medium Saver,2,0
44,59426,17597,35049,44940,Medium,0.5897923467842359,0.2961161781038602,0.7562346447682833,High Saver,1,1
58,47778,80677,10618,22778,High,0.2222361756456946,1.688580518230148,0.4767466197831638,Medium Saver,2,0
58,75241,17659,61053,43298,Low,0.8114325965896253,0.2346991666777421,0.575457529804229,High Saver,0,1
31,72229,89567,6920,48328,High,0.0958063935538357,1.2400420883578618,0.6690941311661521,Low Saver,2,0
31,116652,30037,48937,48924,Low,0.4195127387442993,0.2574923704694304,0.4194012961629462,High Saver,0,1
40,148402,61738,74724,16709,Low,0.5035242112639992,0.4160186520397299,0.1125928221991617,High Saver,0,2
38,78364,86678,17207,9726,Medium,0.2195778673880863,1.1060946352917156,0.124113113164208,Medium Saver,1,0
42,128833,27109,70774,40542,Low,0.5493468288404368,0.2104196906072202,0.3146864545574503,High Saver,0,1
35,114878,37010,37972,20245,Medium,0.3305419662598582,0.3221678650394331,0.1762304357666393,Medium Saver,1,1
30,87056,23787,15799,34753,Medium,0.1814808858665686,0.273237915824297,0.3992028119830913,Low Saver,1,1
22,57490,23472,76088,14252,Low,1.3234997390850582,0.4082797008175335,0.2479039833014437,,0,1
34,49975,38383,33916,21316,Medium,0.6786593296648324,0.7680440220110055,0.4265332666333166,High Saver,1,0
25,56723,76709,75463,37371,Low,1.3303774483013946,1.3523438464115085,0.6588332775064788,,0,2
22,53279,84785,42158,19162,Low,0.791268604891233,1.5913399275511928,0.3596538974079843,High Saver,0,2
53,108301,49518,76696,15960,Low,0.7081744397558656,0.4572256950536006,0.1473670603226193,High Saver,0,2
55,142214,68909,66510,30791,Low,0.4676754749883978,0.4845444189742219,0.2165117358347279,High Saver,0,2
49,41561,33351,63692,42230,Low,1.5324944058131422,0.8024590361155891,1.016096821539424,,0,2
52,137435,84624,66744,25216,Low,0.4856404845927166,0.615738349037727,0.183475824935424,High Saver,0,2
29,96061,68330,20810,32467,Medium,0.2166331809995731,0.711318849481059,0.3379831565359511,Medium Saver,1,0
47,118397,30282,10126,46934,High,0.0855258156878975,0.2557666157081683,0.3964120712518054,Low Saver,2,0
55,79153,36778,35009,7754,Medium,0.4422953015046808,0.4646444228266774,0.0979621745227597,High Saver,1,1
24,63142,39264,5192,47014,High,0.0822273605524056,0.6218364955180387,0.7445757182224193,Low Saver,2,0
33,56916,74675,41413,4078,Low,0.7276161360601588,1.3120212242603135,0.0716494483097898,High Saver,0,2
22,94324,20075,17816,12853,Medium,0.1888808786735083,0.2128302446885204,0.1362643653789067,Low Saver,1,1
26,74965,63454,44082,4042,Low,0.5880344160608284,0.8464483425598612,0.0539184952978056,High Saver,0,2
51,34648,43365,70048,49052,Low,2.021703994458554,1.2515873932117294,1.4157238513045487,,0,2
51,65133,87766,55940,14389,Low,0.8588580289561359,1.3474889840787312,0.2209172001903797,High Saver,0,2
38,80677,63200,37130,30425,Medium,0.4602303010771347,0.7833707252376761,0.3771211125847515,High Saver,1,0
44,126059,26002,45142,2575,Low,0.3581021585130772,0.2062684933245543,0.0204269429394172,Medium Saver,0,1
36,124588,28947,41468,39522,Low,0.3328410440812919,0.2323417985680804,0.3172215622692394,Medium Saver,0,1
58,129950,67142,35698,28179,Medium,0.2747056560215467,0.5166756444786457,0.2168449403616775,Medium Saver,1,0
42,128317,71307,15655,34754,Medium,0.1220025405830872,0.5557096877264899,0.2708448607744881,Low Saver,1,0
35,100135,19493,52897,18624,Low,0.528256853248115,0.1946671992809706,0.1859889149647975,High Saver,0,1
23,65046,65085,35075,20350,Medium,0.5392337730221689,1.0005995756849,0.3128555176336746,High Saver,1,0
32,77064,49228,14359,26681,High,0.186325651406623,0.6387937298868474,0.3462187272916018,Low Saver,2,0
59,131459,66875,47056,23988,Low,0.3579519089602081,0.5087137434485277,0.1824751443415818,Medium Saver,0,2
55,136625,46655,56831,15470,Low,0.4159634034766697,0.3414821591948765,0.1132296431838975,High Saver,0,1
59,99350,58472,64191,24704,Low,0.64610971313538,0.5885455460493206,0.248656265727227,High Saver,0,2
55,75893,64437,38272,38736,Medium,0.5042889331031848,0.8490506370811537,0.5104028039476631,High Saver,1,0
39,131520,64416,19671,29377,Medium,0.149566605839416,0.4897810218978102,0.2233652676399026,Low Saver,1,0
51,91272,74711,32048,28572,Medium,0.3511263037952493,0.8185533350863353,0.3130423349986852,Medium Saver,1,0
36,122152,21816,30963,7493,Medium,0.2534792717270286,0.178597157639662,0.0613416071779422,Medium Saver,1,1
48,97649,79307,48954,4103,Low,0.5013261784554885,0.812163975053508,0.0420178394043973,High Saver,0,2
55,94674,61733,77309,34844,Low,0.8165811099140208,0.6520586433445297,0.3680419122462344,High Saver,0,2
59,149044,26240,5717,2994,High,0.0383578003810955,0.1760553930382974,0.0200880276965191,Low Saver,2,1
54,138542,86363,16676,3744,Medium,0.1203678306939411,0.6233705302363183,0.0270242958813933,Low Saver,1,0
45,43760,47762,9434,47234,High,0.2155850091407678,1.091453382084095,1.0793875685557588,Medium Saver,2,0
36,51927,23259,54810,47291,Low,1.0555202495811429,0.4479172684730487,0.9107208196121478,,0,2
51,116475,65139,9994,27332,High,0.0858038205623524,0.5592530585962653,0.2346597982399656,Low Saver,2,0
38,91367,29849,9234,5594,High,0.1010649359177821,0.3266934451169459,0.0612256066194577,Low Saver,2,1
26,127955,69869,74300,40299,Low,0.5806728928138799,0.5460435309288422,0.3149466609354851,High Saver,0,2
50,42588,78095,48949,7371,Low,1.1493613224382455,1.83373250680943,0.173076923076923,,0,2
25,131678,85910,42405,47315,Low,0.3220355716216831,0.6524248545694801,0.3593235012682452,Medium Saver,0,0
31,134734,38567,39872,18028,Medium,0.2959312422996422,0.2862454911158282,0.1338043849362447,Medium Saver,1,1
38,148154,50292,47215,35912,Low,0.318688661797859,0.3394575914251387,0.242396425341199,Medium Saver,0,1
31,82233,89813,28185,13990,Medium,0.3427456130750428,1.0921771065144164,0.1701263483029927,Medium Saver,1,0
38,74738,66631,48442,46851,Low,0.6481575637560545,0.8915277368942172,0.6268698653964516,High Saver,0,2
41,63397,24885,56759,16626,Low,0.8952947300345442,0.3925264602425982,0.2622521570421313,High Saver,0,1
45,112189,74659,46153,20469,Low,0.4113861430264999,0.6654752248437904,0.1824510424373156,High Saver,0,2
26,106367,69306,7581,40722,High,0.0712721050701815,0.6515742664548215,0.3828443032143428,Low Saver,2,0
55,101260,81314,56717,40037,Low,0.5601125814734347,0.8030219237606162,0.3953881098163144,High Saver,0,2
27,106619,80087,7763,7130,High,0.0728106622646995,0.7511512957352817,0.0668736341552631,Low Saver,2,0
23,141453,44165,60480,6828,Low,0.4275625119297576,0.312223848203997,0.0482704502555619,High Saver,0,1
34,49816,73929,43759,41612,Low,0.8784125582142284,1.4840412718805205,0.835313955355709,High Saver,0,0
32,72240,82028,30307,46988,Medium,0.41953211517165,1.1354928017718715,0.6504429678848284,High Saver,1,0
44,36276,64812,16064,39099,Medium,0.4428272135847392,1.786635792259345,1.077820046311611,High Saver,1,0
37,143939,65500,42548,46165,Low,0.2955974405824689,0.455053876989558,0.3207261409347015,Medium Saver,0,0
52,134199,73643,41945,17883,Low,0.3125582157840222,0.5487596777919359,0.1332573268057139,Medium Saver,0,2
32,109530,59900,52937,43059,Low,0.483310508536474,0.5468821327490185,0.3931251711859764,High Saver,0,2
37,53499,57946,11476,18542,High,0.2145086824052786,1.0831230490289538,0.3465859174937849,Medium Saver,2,0
29,118576,22851,56756,42932,Low,0.478646606395898,0.1927118472540817,0.3620631493725543,High Saver,0,1
25,138856,31288,7382,10450,High,0.0531629889957942,0.2253269574235178,0.0752578210520251,Low Saver,2,1
25,112495,87692,54683,20423,Low,0.4860927152317881,0.7795190897373216,0.1815458464820658,High Saver,0,2
46,101635,82580,50276,2035,Low,0.4946721109853889,0.8125153736409702,0.020022629999508,High Saver,0,2
24,137803,22368,38402,44231,Medium,0.2786731783778292,0.1623186723075695,0.3209726929021864,Medium Saver,1,1
53,115112,61403,31946,40745,Medium,0.2775210230036833,0.5334196261032733,0.3539596219334213,Medium Saver,1,0
24,65946,24168,78933,17241,Low,1.19693385497225,0.3664816668183059,0.2614411791465744,,0,2
48,85204,64879,27335,23154,Medium,0.3208182714426553,0.7614548612741185,0.2717478052673583,Medium Saver,1,0
50,81886,74871,50095,25625,Low,0.6117651368976382,0.9143321202647584,0.3129350560535378,High Saver,0,2
53,101652,47174,32197,44950,Medium,0.3167374965568803,0.4640735056860662,0.4421949395978436,Medium Saver,1,0
40,45563,21581,27010,33066,Medium,0.5928055659197156,0.4736518666461822,0.7257204310515111,High Saver,1,0
42,122324,86853,29123,33691,Medium,0.2380808345050848,0.7100241980314574,0.2754242830515679,Medium Saver,1,0
26,122464,79046,7890,13331,High,0.064427096942775,0.645463156519467,0.1088564802717533,Low Saver,2,0
39,131872,64678,13026,20690,High,0.0987776025236593,0.4904604464935695,0.1568945644261101,Low Saver,2,0
49,39847,41649,69925,19183,Low,1.7548372524907772,1.045222977890431,0.4814164177980776,,0,2
43,56155,29567,73842,39346,Low,1.3149675006677946,0.5265247974356692,0.7006677944973734,,0,2
42,109671,76944,38665,4875,Medium,0.3525544583344731,0.7015892989030829,0.0444511311103208,Medium Saver,1,2
27,146891,43803,14277,12254,High,0.0971945183843802,0.2982007066464249,0.0834224016447569,Low Saver,2,1
22,113310,33230,47239,28621,Low,0.4169005383461301,0.2932662607007325,0.2525902391668873,High Saver,0,1
26,97278,32862,52664,10905,Low,0.5413762618474887,0.3378153333744526,0.112101400111022,High Saver,0,1
33,48309,58355,53008,46121,Low,1.0972696598977416,1.207952969425987,0.95470823242046,,0,2
47,30619,46259,19683,15882,Medium,0.6428361474901205,1.5107939514680426,0.5186975407426762,High Saver,1,0
55,113194,45795,5670,19041,High,0.0500909942223086,0.4045709136526671,0.1682156298036998,Low Saver,2,0
35,80108,23770,22889,29098,Medium,0.2857267688620362,0.2967244220302591,0.363234633245119,Medium Saver,1,1
47,64707,26093,60612,42431,Low,0.9367147294728546,0.403248489344275,0.6557404917551424,High Saver,0,2
48,50337,61571,49535,33709,Low,0.984067385819576,1.2231757951407514,0.6696664481395395,High Saver,0,2
30,111537,15193,59319,34675,Low,0.5318324860808521,0.1362148883330195,0.3108833839891695,High Saver,0,1
47,96504,32569,26639,4837,Medium,0.2760403713835695,0.3374886015087457,0.0501222747243637,Medium Saver,1,1
43,77614,26190,69712,46448,Low,0.8981884711521118,0.3374391218079212,0.5984487334759193,High Saver,0,2
51,121428,77824,21633,24489,Medium,0.1781549560233224,0.6409065454425668,0.2016750667061962,Low Saver,1,0
38,121155,57752,39660,17627,Medium,0.3273492633403491,0.4766786348066526,0.1454913127811481,Medium Saver,1,1
47,30281,47327,73975,5696,Low,2.4429510253954625,1.5629272481093754,0.1881047521548165,,0,2
57,57420,57070,37172,48994,Medium,0.647370254266806,0.99390456287008,0.8532567049808429,High Saver,1,0
22,110896,55197,64197,13543,Low,0.5788937382773048,0.4977366180926273,0.1221234309623431,High Saver,0,2
29,69030,17261,63847,12615,Low,0.9249167028828046,0.2500507025930755,0.1827466318991742,High Saver,0,1
56,31058,41512,16577,1466,Medium,0.5337433189516388,1.3365960461072832,0.0472020091441818,High Saver,1,0
36,116213,21716,25176,30771,Medium,0.2166366929689449,0.1868637759975218,0.2647810485918098,Medium Saver,1,1
43,106260,43933,49386,18350,Low,0.4647656691134952,0.4134481460568417,0.1726896292113683,High Saver,0,1
35,58404,19378,68972,375,Low,1.1809465105129786,0.3317923429902061,0.0064207930963632,,0,1
47,133482,55583,46003,33030,Low,0.3446382283753614,0.4164082048515904,0.2474490942599002,Medium Saver,0,1
49,135284,44033,24996,20746,Medium,0.1847668608261139,0.3254856450134532,0.153351468022826,Low Saver,1,1
44,59856,39000,40931,22886,Low,0.6838245121625234,0.6515637530072174,0.3823509756749532,High Saver,0,1
35,39200,57604,40710,44348,Low,1.0385204081632653,1.4694897959183673,1.1313265306122449,,0,0
45,94178,83336,39693,42904,Medium,0.4214678587355858,0.8848775722567903,0.4555628703094141,High Saver,1,0
23,63997,88869,40740,32651,Low,0.63659234026595,1.3886432176508274,0.5101957904276763,High Saver,0,0
47,55611,20410,22374,7833,Medium,0.4023304741867616,0.3670137203071335,0.1408534282785779,High Saver,1,1
35,149273,71044,50913,1893,Low,0.34107306746699,0.4759333570036108,0.0126814628231495,Medium Saver,0,1
28,71235,78315,71025,30573,Low,0.9970520109496736,1.0993893451252896,0.4291850915982312,High Saver,0,2
24,147428,86344,49516,31371,Low,0.3358656428900887,0.585668936701305,0.2127886154597498,Medium Saver,0,2
44,65057,21796,31069,40874,Medium,0.4775658268902654,0.3350292820142336,0.6282798161612124,High Saver,1,1
39,31239,69245,61233,11826,Low,1.9601459713819265,2.2166202503281154,0.3785652549697493,,0,2
59,133674,58056,64049,34420,Low,0.4791432888968685,0.4343103370887383,0.2574921076649161,High Saver,0,2
56,144474,32709,44178,21924,Low,0.3057851239669421,0.2264005980314797,0.1517504879770754,Medium Saver,0,1
36,95661,73557,37821,33367,Medium,0.3953648822404114,0.7689340483582652,0.3488046330270434,Medium Saver,1,0
46,75272,32543,56727,21199,Low,0.7536268466361994,0.4323387182484854,0.2816319481347646,High Saver,0,1
58,119393,52418,65935,25868,Low,0.5522518070573652,0.4390374645079695,0.2166626184114646,High Saver,0,2
49,91212,31724,21999,8792,Medium,0.2411853703460071,0.3478051133622769,0.0963908257685392,Medium Saver,1,1
31,45398,18828,67522,20597,Low,1.4873342437992862,0.4147319265165866,0.4536984008106084,,0,1
38,86503,32087,43712,36405,Low,0.5053235147913945,0.3709351120770378,0.4208524559841855,High Saver,0,1
43,36638,27605,69551,32696,Low,1.8983296031442765,0.7534526993831541,0.892406790763688,,0,2
47,36570,46337,45172,43123,Low,1.2352201257861637,1.267076838939021,1.179190593382554,,0,0
46,98785,20482,38722,15989,Medium,0.3919825884496634,0.2073391709267601,0.1618565571696107,Medium Saver,1,1
38,39110,80333,15625,28931,Medium,0.3995141907440552,2.0540271030427,0.7397340833546407,Medium Saver,1,0
34,135899,65952,72165,9290,Low,0.531019359965857,0.4853015842647848,0.0683595905782971,High Saver,0,2
41,109141,20463,11859,38367,High,0.1086576080483044,0.1874914101941525,0.351536086347019,Low Saver,2,1
46,42115,85448,46609,14342,Low,1.1067078238157426,2.02892081206221,0.3405437492579841,,0,2
25,69062,19648,48307,24941,Low,0.6994729373606324,0.2844979873157452,0.3611392661666329,High Saver,0,1
31,52911,48623,26839,13945,Medium,0.5072480202604374,0.9189582506473134,0.2635557823514959,High Saver,1,0
24,134061,74156,32216,10762,Medium,0.2403085162724431,0.5531511774490717,0.0802768888789431,Medium Saver,1,0
39,62556,50634,57953,30133,Low,0.9264179295351364,0.8094187607903318,0.481696400025577,High Saver,0,2
57,108131,59602,65593,47080,Low,0.6066068010098862,0.551201783022445,0.4353978045148939,High Saver,0,2
43,31969,64334,77075,40150,Low,2.4109293377959897,2.012386999906159,1.2559041571522411,,0,2
55,73753,83648,54522,27052,Low,0.739251284693504,1.1341640340053964,0.3667918593141974,High Saver,0,2
29,112811,37054,9886,41750,High,0.0876332981712776,0.3284608770421324,0.3700880233310581,Low Saver,2,0
40,34470,85028,12485,19953,High,0.362199013635045,2.46672468813461,0.5788511749347258,Medium Saver,2,0
58,40225,37207,36455,40475,Medium,0.9062771908017402,0.92497203231821,1.0062150403977626,High Saver,1,0
27,137860,36386,21767,17130,Medium,0.1578920644131727,0.2639344262295082,0.1242564920934281,Low Saver,1,1
47,137510,74518,33453,31086,Medium,0.2432768525925387,0.5419096792960512,0.2260635590138899,Medium Saver,1,0
55,138295,67781,58442,4633,Low,0.4225893922412235,0.4901189486243176,0.0335008496330308,High Saver,0,2
27,53196,67780,56877,17304,Low,1.069196932100158,1.2741559515753065,0.3252876156101962,,0,2
58,135823,76440,17226,42037,Medium,0.1268268260898375,0.5627912798274225,0.3094983912886624,Low Saver,1,0
54,43669,59199,27588,32284,Medium,0.6317525017747143,1.355629851839978,0.7392887402963201,High Saver,1,0
43,67380,76035,36709,46546,Medium,0.5448055802908875,1.1284505788067676,0.6907984565152865,High Saver,1,0
42,140677,23210,52788,7008,Low,0.3752425769670948,0.1649878800372484,0.0498162457260248,Medium Saver,0,1
27,145886,59363,42019,48291,Low,0.2880262670852583,0.4069136174821436,0.3310187406605157,Medium Saver,0,0
27,78320,75348,49948,27405,Low,0.6377425944841675,0.962053115423902,0.3499106230847804,High Saver,0,2
25,77414,70284,70133,36386,Low,0.905947244684424,0.9078977962642416,0.4700183429353863,High Saver,0,2
51,133542,87124,71458,25373,Low,0.5350975722993515,0.6524089799463839,0.1900001497656168,High Saver,0,2
32,45577,83847,32526,20827,Medium,0.7136494284397832,1.8396779077166117,0.4569629418346973,High Saver,1,0
51,118009,37432,78493,33040,Low,0.6651441839181758,0.3171961460566567,0.2799786456965146,High Saver,0,2
52,85409,79089,57198,13007,Low,0.6696952311817256,0.92600311442588,0.1522907421934456,High Saver,0,2
45,58625,70398,48395,18157,Low,0.825501066098081,1.200818763326226,0.3097142857142857,High Saver,0,2
30,111040,18321,29031,32157,Medium,0.2614463256484149,0.1649945965417867,0.2895983429394813,Medium Saver,1,1
24,54089,52383,42701,35315,Low,0.7894581153284401,0.968459391003716,0.6529053966610586,High Saver,0,0
52,66487,67893,30939,35932,Medium,0.4653390888444357,1.0211469911411253,0.5404364763036383,High Saver,1,0
58,95838,50820,54145,21164,Low,0.564963793067468,0.5302698303386966,0.2208309856215697,High Saver,0,2
57,126999,81262,25324,14414,Medium,0.1994031449066528,0.6398633060102835,0.1134969566689501,Low Saver,1,0
45,140448,18760,27867,14327,Medium,0.1984150717703349,0.1335725677830941,0.102009284575074,Low Saver,1,1
52,124795,37190,5203,48344,High,0.0416923754958131,0.2980087343242918,0.3873873151969229,Low Saver,2,0
27,80138,82411,21544,946,Medium,0.2688362574558885,1.0283635728368563,0.0118046370011729,Medium Saver,1,0
23,72823,38377,20899,14693,Medium,0.2869835079576507,0.5269900992818203,0.2017631792153577,Medium Saver,1,0
41,67208,61737,34063,27241,Medium,0.5068295441018926,0.9185960004761338,0.4053237709796453,High Saver,1,0
49,84061,84569,8748,49658,High,0.1040672844719905,1.0060432305111764,0.5907376785905474,Low Saver,2,0
32,60659,53211,71629,30254,Low,1.180847030119191,0.8772152524769614,0.4987553372129445,,0,2
